variable,horizon,lower,median,upper,model
hours_worked,17,-0.0705338895115884,0.0453887645717321,0.162372682449576,"Replication, Time Domain, Horizon 4"
hours_worked,18,-0.0710850451405845,0.0463529984793868,0.161879627116137,"Replication, Time Domain, Horizon 4"
hours_worked,19,-0.0738777798933127,0.0453585556214689,0.15717869724532,"Replication, Time Domain, Horizon 4"
hours_worked,20,-0.079103507265507,0.0410672786749455,0.151027330030745,"Replication, Time Domain, Horizon 4"
hours_worked,21,-0.0842743793309461,0.0355953307595618,0.143063268549524,"Replication, Time Domain, Horizon 4"
hours_worked,22,-0.0886321121751615,0.0285606976526267,0.134862133004209,"Replication, Time Domain, Horizon 4"
hours_worked,23,-0.0943428684908863,0.0217470106248443,0.127360982396407,"Replication, Time Domain, Horizon 4"
hours_worked,24,-0.100679459197436,0.0144555943498344,0.120137865867521,"Replication, Time Domain, Horizon 4"
hours_worked,25,-0.105664160311896,0.00732866368084394,0.112543635213917,"Replication, Time Domain, Horizon 4"
hours_worked,26,-0.111893339948248,0.00152050151854684,0.105108884925744,"Replication, Time Domain, Horizon 4"
hours_worked,27,-0.116158100451405,-0.00469679756759099,0.0997795915309777,"Replication, Time Domain, Horizon 4"
hours_worked,28,-0.121067105458226,-0.00966524439776468,0.0930690084302509,"Replication, Time Domain, Horizon 4"
hours_worked,29,-0.124219922186132,-0.0136786721644372,0.0883369994101893,"Replication, Time Domain, Horizon 4"
hours_worked,30,-0.12751385978538,-0.0183144668239073,0.0840855665764866,"Replication, Time Domain, Horizon 4"
hours_worked,31,-0.131097881491895,-0.0211980485807048,0.0813274858907686,"Replication, Time Domain, Horizon 4"
hours_worked,32,-0.134208233626875,-0.0238907738354556,0.0773076589867271,"Replication, Time Domain, Horizon 4"
hours_worked,33,-0.136516579410179,-0.0252675824495391,0.0751687215392123,"Replication, Time Domain, Horizon 4"
hours_worked,34,-0.139156974728152,-0.0270377668063223,0.0726501974552536,"Replication, Time Domain, Horizon 4"
hours_worked,35,-0.141657328065157,-0.0284363333836624,0.0714579245859326,"Replication, Time Domain, Horizon 4"
hours_worked,36,-0.14461612582939,-0.0295683146044257,0.0702644217326072,"Replication, Time Domain, Horizon 4"
hours_worked,37,-0.1464891965574,-0.0308747499153919,0.0700784279357734,"Replication, Time Domain, Horizon 4"
hours_worked,38,-0.148256268690963,-0.0311073854492851,0.0699780499244423,"Replication, Time Domain, Horizon 4"
hours_worked,39,-0.150756667391267,-0.0319921144584203,0.0698293593247028,"Replication, Time Domain, Horizon 4"
hours_worked,40,-0.152818332391703,-0.032067500143778,0.0693151539449646,"Replication, Time Domain, Horizon 4"
inflation,1,-0.00422634029371238,0.0168587565437163,0.0389741329690998,"Replication, Time Domain, Horizon 4"
inflation,2,-0.0148190405976614,0.00352817398306222,0.0213402258978993,"Replication, Time Domain, Horizon 4"
inflation,3,-0.0303469430147757,-0.0132053626228429,0.00414590038724359,"Replication, Time Domain, Horizon 4"
inflation,4,-0.0394420974660964,-0.0225409341370599,-0.00530844763361018,"Replication, Time Domain, Horizon 4"
inflation,5,-0.0442922793590301,-0.0274155096311141,-0.0103138168734705,"Replication, Time Domain, Horizon 4"
inflation,6,-0.0462819422897579,-0.0286949279969224,-0.011404856310167,"Replication, Time Domain, Horizon 4"
inflation,7,-0.0454085587342095,-0.0274304605964,-0.0098110189137466,"Replication, Time Domain, Horizon 4"
inflation,8,-0.0430066483123482,-0.0246442605758386,-0.00680698400169849,"Replication, Time Domain, Horizon 4"
inflation,9,-0.0393237350219166,-0.020741355003331,-0.0031251484125572,"Replication, Time Domain, Horizon 4"
inflation,10,-0.0354947467402093,-0.0167215160125639,0.000799457316323927,"Replication, Time Domain, Horizon 4"
inflation,11,-0.0313633242695988,-0.0129999929843481,0.00475478588116627,"Replication, Time Domain, Horizon 4"
inflation,12,-0.027930910757807,-0.00948138164798844,0.00791341303612869,"Replication, Time Domain, Horizon 4"
inflation,13,-0.0249615699142398,-0.00645959312817973,0.0107531130111461,"Replication, Time Domain, Horizon 4"
inflation,14,-0.0221168306880277,-0.00424394253138321,0.0132962124511511,"Replication, Time Domain, Horizon 4"
inflation,15,-0.0203734153438468,-0.00234883742335867,0.015186515529757,"Replication, Time Domain, Horizon 4"
inflation,16,-0.0189301087349488,-0.00101315152773932,0.0163633965880618,"Replication, Time Domain, Horizon 4"
inflation,17,-0.0175003109604749,-0.000240973742189825,0.0170894259266821,"Replication, Time Domain, Horizon 4"
inflation,18,-0.0166409503703767,0.000127447498500231,0.0171851931774435,"Replication, Time Domain, Horizon 4"
inflation,19,-0.0160163276879533,0.000156409270202562,0.0169616197986694,"Replication, Time Domain, Horizon 4"
inflation,20,-0.0159643813705391,-0.000138314067559721,0.0165174919474905,"Replication, Time Domain, Horizon 4"
inflation,21,-0.016216771255137,-0.000444326954771128,0.0156425596489633,"Replication, Time Domain, Horizon 4"
inflation,22,-0.0165714431086851,-0.000920712593678051,0.0147830983446225,"Replication, Time Domain, Horizon 4"
inflation,23,-0.0168442206790495,-0.00140558748822367,0.0136907485573729,"Replication, Time Domain, Horizon 4"
inflation,24,-0.0169674663261376,-0.00196315097256581,0.0127425266949637,"Replication, Time Domain, Horizon 4"
inflation,25,-0.0174129641441312,-0.00249973587587413,0.0116903426863389,"Replication, Time Domain, Horizon 4"
inflation,26,-0.017803190123694,-0.00315005142257795,0.0106689612948597,"Replication, Time Domain, Horizon 4"
inflation,27,-0.0181522044659015,-0.00363173196321521,0.00979045902568338,"Replication, Time Domain, Horizon 4"
inflation,28,-0.0185567158155331,-0.00409209329946404,0.00904061562079674,"Replication, Time Domain, Horizon 4"
inflation,29,-0.0188347283795492,-0.00450556881024105,0.00826690414582892,"Replication, Time Domain, Horizon 4"
inflation,30,-0.0188773632278659,-0.00484563486185583,0.00751968369803075,"Replication, Time Domain, Horizon 4"
inflation,31,-0.0191201410374599,-0.0052297331527971,0.00695583052869771,"Replication, Time Domain, Horizon 4"
inflation,32,-0.0192451195747266,-0.0054501433228114,0.00634364644508514,"Replication, Time Domain, Horizon 4"
inflation,33,-0.0193596810636565,-0.0056159443245393,0.005825715258243,"Replication, Time Domain, Horizon 4"
inflation,34,-0.0194672531079699,-0.00574150519246647,0.00542441631380218,"Replication, Time Domain, Horizon 4"
inflation,35,-0.0194188017012973,-0.00577368367830196,0.00501159187623223,"Replication, Time Domain, Horizon 4"
inflation,36,-0.0192415244429448,-0.00586687075113917,0.00483206991931778,"Replication, Time Domain, Horizon 4"
inflation,37,-0.019074717763238,-0.00588241085358836,0.00459286316967706,"Replication, Time Domain, Horizon 4"
inflation,38,-0.0188774324369677,-0.00580615370578702,0.0043893431948958,"Replication, Time Domain, Horizon 4"
inflation,39,-0.0187604360603458,-0.0056933818005367,0.00419317184305466,"Replication, Time Domain, Horizon 4"
inflation,40,-0.018390825813086,-0.00568323907951259,0.00407400985811608,"Replication, Time Domain, Horizon 4"
interest,1,-0.0577949086959582,-0.0438740892674178,-0.0289771102250904,"Replication, Time Domain, Horizon 4"
interest,2,-0.102206470933995,-0.0835300722453994,-0.0666998896163197,"Replication, Time Domain, Horizon 4"
interest,3,-0.1204003826102,-0.0998860219030898,-0.0807771399621451,"Replication, Time Domain, Horizon 4"
interest,4,-0.125636804220535,-0.103065016956375,-0.0830006736593758,"Replication, Time Domain, Horizon 4"
interest,5,-0.123085800080309,-0.0990301702864511,-0.077522689572635,"Replication, Time Domain, Horizon 4"
interest,6,-0.115616802469663,-0.0905337601178004,-0.0681841429386903,"Replication, Time Domain, Horizon 4"
interest,7,-0.105907049572691,-0.079902707795239,-0.0564838971495764,"Replication, Time Domain, Horizon 4"
interest,8,-0.0951295763025883,-0.0683744040364208,-0.0445241467612157,"Replication, Time Domain, Horizon 4"
interest,9,-0.0843467163637321,-0.057222511813998,-0.0324203533037101,"Replication, Time Domain, Horizon 4"
interest,10,-0.0741537458762609,-0.0464718558593644,-0.0213845387705749,"Replication, Time Domain, Horizon 4"
interest,11,-0.0650998210998677,-0.0371371452048991,-0.011593010669451,"Replication, Time Domain, Horizon 4"
interest,12,-0.0558088215549891,-0.0280562337018643,-0.00300681199942091,"Replication, Time Domain, Horizon 4"
interest,13,-0.0480545047379419,-0.0203459216584269,0.00396772854533872,"Replication, Time Domain, Horizon 4"
interest,14,-0.0416689908094001,-0.0144770337539844,0.00988160723665076,"Replication, Time Domain, Horizon 4"
interest,15,-0.0362524856681606,-0.00980296786732656,0.0144056929506258,"Replication, Time Domain, Horizon 4"
interest,16,-0.0328637929025585,-0.00623920700494184,0.0180666961340542,"Replication, Time Domain, Horizon 4"
interest,17,-0.029787241689152,-0.0034869302269463,0.0206844061552468,"Replication, Time Domain, Horizon 4"
interest,18,-0.0273270674925631,-0.0015422251031355,0.0223453854928127,"Replication, Time Domain, Horizon 4"
interest,19,-0.0254682988719214,-0.000299779200265685,0.0232440331593772,"Replication, Time Domain, Horizon 4"
interest,20,-0.0246242052247982,0.000161282289853933,0.0234096062536337,"Replication, Time Domain, Horizon 4"
interest,21,-0.0242146089056636,0.00025155832381496,0.023414578679003,"Replication, Time Domain, Horizon 4"
interest,22,-0.0240150635335383,-0.000141637155009837,0.0229089600548313,"Replication, Time Domain, Horizon 4"
interest,23,-0.0240743627031364,-0.000725658615115797,0.0220642958346637,"Replication, Time Domain, Horizon 4"
interest,24,-0.024660189691931,-0.00146557628251739,0.0209033468594808,"Replication, Time Domain, Horizon 4"
interest,25,-0.0255154060840361,-0.00207146537996572,0.0198851543582141,"Replication, Time Domain, Horizon 4"
interest,26,-0.0260997616204852,-0.00285707597944937,0.0188889855148452,"Replication, Time Domain, Horizon 4"
interest,27,-0.0268058585912601,-0.0034802084984815,0.0178407873849975,"Replication, Time Domain, Horizon 4"
interest,28,-0.0274529324365862,-0.00434041365768334,0.0168436262655794,"Replication, Time Domain, Horizon 4"
interest,29,-0.0282390021172547,-0.00509619788261398,0.0156049660189179,"Replication, Time Domain, Horizon 4"
interest,30,-0.0288390877428396,-0.00572877437893027,0.014713037197458,"Replication, Time Domain, Horizon 4"
interest,31,-0.0295440848056347,-0.0064234774557932,0.0139867765058112,"Replication, Time Domain, Horizon 4"
interest,32,-0.0300084393646132,-0.00695026498982096,0.0133678289684468,"Replication, Time Domain, Horizon 4"
interest,33,-0.030617369184067,-0.0073987403681434,0.0126685495410197,"Replication, Time Domain, Horizon 4"
interest,34,-0.0310796121295787,-0.00777898758717747,0.0121836211281153,"Replication, Time Domain, Horizon 4"
interest,35,-0.0315201094700143,-0.00805637082709949,0.0117065954606484,"Replication, Time Domain, Horizon 4"
interest,36,-0.0318264948551217,-0.00833324128798219,0.0113607155056262,"Replication, Time Domain, Horizon 4"
interest,37,-0.0320791647843566,-0.00855826277095339,0.0110361462183911,"Replication, Time Domain, Horizon 4"
interest,38,-0.0321903415511963,-0.0087521989867152,0.0106162824559555,"Replication, Time Domain, Horizon 4"
interest,39,-0.0323184094736955,-0.00882875878234619,0.0102521056744823,"Replication, Time Domain, Horizon 4"
interest,40,-0.0322719590320967,-0.00898061900638168,0.0101237788055163,"Replication, Time Domain, Horizon 4"
investment,1,-2.23698763643247,-2.07683937083322,-1.91366090587473,"Replication, Time Domain, Horizon 4"
investment,2,-2.79602721146343,-2.56950662756681,-2.36552236247558,"Replication, Time Domain, Horizon 4"
investment,3,-2.84119148145484,-2.55824597371429,-2.30164593183964,"Replication, Time Domain, Horizon 4"
investment,4,-2.58012685932477,-2.25672941342456,-1.95992910422998,"Replication, Time Domain, Horizon 4"
investment,5,-2.20301997461429,-1.84808785261742,-1.52369685588039,"Replication, Time Domain, Horizon 4"
investment,6,-1.80519269007464,-1.42275894051136,-1.0688456068054,"Replication, Time Domain, Horizon 4"
investment,7,-1.43121855985804,-1.02633177262107,-0.646671663872587,"Replication, Time Domain, Horizon 4"
investment,8,-1.10632975854769,-0.68090620684371,-0.283368333728478,"Replication, Time Domain, Horizon 4"
investment,9,-0.838451409235429,-0.400419710478498,0.0137933241170024,"Replication, Time Domain, Horizon 4"
investment,10,-0.636810387254636,-0.188169211182216,0.245794214486565,"Replication, Time Domain, Horizon 4"
investment,11,-0.488650053901731,-0.0229666006885883,0.414026450400162,"Replication, Time Domain, Horizon 4"
investment,12,-0.386030702700749,0.0889133604344585,0.532865789180655,"Replication, Time Domain, Horizon 4"
investment,13,-0.32519641876816,0.157655780076974,0.608388508731475,"Replication, Time Domain, Horizon 4"
investment,14,-0.293035594499963,0.187221803804304,0.643118571965679,"Replication, Time Domain, Horizon 4"
investment,15,-0.282004570694142,0.189111787047704,0.646804126443395,"Replication, Time Domain, Horizon 4"
investment,16,-0.297310182570236,0.177899965534441,0.629380517990975,"Replication, Time Domain, Horizon 4"
investment,17,-0.314971524104901,0.153585547539252,0.598929917938533,"Replication, Time Domain, Horizon 4"
investment,18,-0.346149918550657,0.115946841386805,0.552886471487796,"Replication, Time Domain, Horizon 4"
investment,19,-0.381917767802897,0.0718724136090193,0.50075775183769,"Replication, Time Domain, Horizon 4"
investment,20,-0.417757140760832,0.0335276885725675,0.453140859299441,"Replication, Time Domain, Horizon 4"
investment,21,-0.451705902572401,-0.0135211761291323,0.397829243170758,"Replication, Time Domain, Horizon 4"
investment,22,-0.485432587677896,-0.0563237745285963,0.344590732528384,"Replication, Time Domain, Horizon 4"
investment,23,-0.519209747114462,-0.0936405124173621,0.29788293541832,"Replication, Time Domain, Horizon 4"
investment,24,-0.545598462437937,-0.125853694833328,0.254541141710309,"Replication, Time Domain, Horizon 4"
investment,25,-0.572058860938931,-0.154205508937455,0.213016683781182,"Replication, Time Domain, Horizon 4"
investment,26,-0.589078967174241,-0.177801249077877,0.172482283345255,"Replication, Time Domain, Horizon 4"
investment,27,-0.605304976520637,-0.195491462593784,0.144016871682555,"Replication, Time Domain, Horizon 4"
investment,28,-0.613701890553657,-0.209283811049009,0.119916652948859,"Replication, Time Domain, Horizon 4"
investment,29,-0.625353430700795,-0.221289179674478,0.0996332725565757,"Replication, Time Domain, Horizon 4"
investment,30,-0.631636898653503,-0.23114708699403,0.08545644321587,"Replication, Time Domain, Horizon 4"
investment,31,-0.637140326100676,-0.236556908669755,0.0697789388917103,"Replication, Time Domain, Horizon 4"
investment,32,-0.645333844877294,-0.23670602489834,0.0630229859811368,"Replication, Time Domain, Horizon 4"
investment,33,-0.646066325189537,-0.238252633164534,0.054565551269135,"Replication, Time Domain, Horizon 4"
investment,34,-0.647699603808165,-0.240668643257091,0.0512423443924881,"Replication, Time Domain, Horizon 4"
investment,35,-0.648106700770507,-0.242088876205819,0.0475771053134779,"Replication, Time Domain, Horizon 4"
