date,hd
2010-01-01,0.349493776526989
2010-04-01,0.0941890883495629
2010-07-01,-0.0322843958800077
2010-10-01,-0.0731946081869454
2011-01-01,-0.0345741542475366
2011-04-01,0.054595910049537
2011-07-01,0.0164922907560916
2011-10-01,0.0237832211574708
2012-01-01,0.0786149962820561
2012-04-01,0.133039260755129
2012-07-01,0.182080131228881
2012-10-01,0.176040912377321
2013-01-01,0.224915367146791
2013-04-01,0.27830357805161
2013-07-01,0.384238613781195
2013-10-01,0.411279241862004
2014-01-01,0.382521871082912
2014-04-01,0.356342119273388
2014-07-01,0.302014732015713
2014-10-01,0.234275198335164
2015-01-01,0.218512206555522
2015-04-01,0.21848467313375
2015-07-01,0.145597446888942
2015-10-01,0.0595886882926911
2016-01-01,-0.0533917861607731
2016-04-01,-0.200652593041703
2016-07-01,-0.351915112265311
2016-10-01,-0.39261993679192
2017-01-01,-0.440880350831096
