h,impulse,response,median,lower,upper,model,irf,version,mean
27,unemployment,interest,-0.0012473669551291,-0.0265056184282927,0.0204223748973784,classical_fd,,Original BCA,
28,unemployment,interest,-0.00159718731914159,-0.0257769503958843,0.019088274122852,classical_fd,,Original BCA,
29,unemployment,interest,-0.00260514548409579,-0.0259319396303065,0.017853544591705,classical_fd,,Original BCA,
30,unemployment,interest,-0.00352260325369421,-0.0256461654857154,0.0166846594036789,classical_fd,,Original BCA,
31,unemployment,interest,-0.00459176010995656,-0.0257867143432873,0.0150856182816237,classical_fd,,Original BCA,
32,unemployment,interest,-0.00573638559609439,-0.0266330305653576,0.0136861014040414,classical_fd,,Original BCA,
33,unemployment,interest,-0.00664912298579348,-0.0277997515238835,0.0121949786548169,classical_fd,,Original BCA,
34,unemployment,interest,-0.00785649923945778,-0.0282305924948508,0.010884524177303,classical_fd,,Original BCA,
35,unemployment,interest,-0.00862377413052557,-0.0292204113298077,0.009300766368463,classical_fd,,Original BCA,
36,unemployment,interest,-0.00951494963028384,-0.0296147310542413,0.00779229887777032,classical_fd,,Original BCA,
37,unemployment,interest,-0.0105760452320005,-0.02996503502508,0.00655350564881409,classical_fd,,Original BCA,
38,unemployment,interest,-0.0114750427144803,-0.0306974933665172,0.00561425528221877,classical_fd,,Original BCA,
39,unemployment,interest,-0.0118325454199591,-0.0314301087766121,0.00481648823862439,classical_fd,,Original BCA,
40,unemployment,interest,-0.0122702323022281,-0.0319336860275358,0.00393126875072852,classical_fd,,Original BCA,
1,unemployment,inflation,0.0149215237504596,-0.0141621496187232,0.041723538279105,classical_fd,,Original BCA,
2,unemployment,inflation,-0.00420038456451289,-0.0243407537054288,0.0148603394935825,classical_fd,,Original BCA,
3,unemployment,inflation,-0.0202197677733011,-0.0378892077474511,-0.00269269024324845,classical_fd,,Original BCA,
4,unemployment,inflation,-0.0291539879984766,-0.0453943643590699,-0.0109626761063986,classical_fd,,Original BCA,
5,unemployment,inflation,-0.0346885175677346,-0.0508325634953043,-0.0170038878278386,classical_fd,,Original BCA,
6,unemployment,inflation,-0.0369544211971347,-0.0538026145524043,-0.0202556147077654,classical_fd,,Original BCA,
7,unemployment,inflation,-0.0373942786191087,-0.0552642034357432,-0.0212560731487988,classical_fd,,Original BCA,
8,unemployment,inflation,-0.0363912466431306,-0.0554275503507137,-0.0202842170525575,classical_fd,,Original BCA,
9,unemployment,inflation,-0.0345169670856534,-0.0544086110688886,-0.0182831937331968,classical_fd,,Original BCA,
10,unemployment,inflation,-0.0323744936247232,-0.0524380955281802,-0.0155589272726419,classical_fd,,Original BCA,
11,unemployment,inflation,-0.0295650777215797,-0.0497485622205064,-0.0125554702192796,classical_fd,,Original BCA,
12,unemployment,inflation,-0.0268710672193599,-0.0463034778640041,-0.00926053645847066,classical_fd,,Original BCA,
13,unemployment,inflation,-0.0241298447349593,-0.0425085128826772,-0.00676909151236322,classical_fd,,Original BCA,
14,unemployment,inflation,-0.0210350400327634,-0.0393667268519668,-0.00441344728725193,classical_fd,,Original BCA,
15,unemployment,inflation,-0.0181933345100308,-0.0363309289331886,-0.00157454198866166,classical_fd,,Original BCA,
16,unemployment,inflation,-0.0152973937007487,-0.0337985746554711,0.00103810006465379,classical_fd,,Original BCA,
17,unemployment,inflation,-0.0128461018642704,-0.0306870012756599,0.00333440988957234,classical_fd,,Original BCA,
18,unemployment,inflation,-0.0106494167946728,-0.0284399852345889,0.00492242148480291,classical_fd,,Original BCA,
19,unemployment,inflation,-0.00869250582999633,-0.025996007091088,0.00670209862116724,classical_fd,,Original BCA,
20,unemployment,inflation,-0.00725091140533185,-0.0243032524014889,0.00768412305270466,classical_fd,,Original BCA,
21,unemployment,inflation,-0.00592396731434072,-0.0226920213810985,0.00920129685555403,classical_fd,,Original BCA,
22,unemployment,inflation,-0.00503637704176587,-0.0217860259714796,0.00981376580784556,classical_fd,,Original BCA,
23,unemployment,inflation,-0.00425351451809001,-0.0205490814909546,0.00985077286757977,classical_fd,,Original BCA,
24,unemployment,inflation,-0.00355783774425574,-0.0198118144657486,0.00988400052975693,classical_fd,,Original BCA,
25,unemployment,inflation,-0.00320403332022748,-0.0192510472840918,0.0100193618460216,classical_fd,,Original BCA,
26,unemployment,inflation,-0.0031437227338045,-0.0182587403629256,0.00986892960671328,classical_fd,,Original BCA,
27,unemployment,inflation,-0.00288192503428246,-0.0172456550837259,0.00990767405667314,classical_fd,,Original BCA,
28,unemployment,inflation,-0.00297236876275491,-0.0169800666330381,0.00946942190526722,classical_fd,,Original BCA,
29,unemployment,inflation,-0.00335763501748898,-0.0172826061283561,0.00895203131574705,classical_fd,,Original BCA,
30,unemployment,inflation,-0.00347930589407444,-0.017433388826204,0.00844603396378189,classical_fd,,Original BCA,
31,unemployment,inflation,-0.00367211260569136,-0.0172237160730651,0.00790510583129794,classical_fd,,Original BCA,
32,unemployment,inflation,-0.00390397859975931,-0.0169991700558269,0.00728462218007697,classical_fd,,Original BCA,
33,unemployment,inflation,-0.00445491467635628,-0.0166172912665942,0.00685508420607027,classical_fd,,Original BCA,
34,unemployment,inflation,-0.00489160578878688,-0.0162483997934084,0.00597848718325001,classical_fd,,Original BCA,
35,unemployment,inflation,-0.00492963959700762,-0.0162307819889224,0.00570760181597661,classical_fd,,Original BCA,
36,unemployment,inflation,-0.00519156479836095,-0.0161265315281563,0.00520231113021282,classical_fd,,Original BCA,
37,unemployment,inflation,-0.00552396220300804,-0.0160245501576753,0.00487397128775957,classical_fd,,Original BCA,
38,unemployment,inflation,-0.00543645742704096,-0.0158194749863591,0.00441565238046008,classical_fd,,Original BCA,
39,unemployment,inflation,-0.00551167413114742,-0.0158559573055181,0.00407514249776134,classical_fd,,Original BCA,
40,unemployment,inflation,-0.00557009912095209,-0.0158832724300515,0.00368336952520276,classical_fd,,Original BCA,
1,unemployment,productivity,-0.377959628561091,-0.438304303508571,-0.310255802355967,classical_fd,,Original BCA,
2,unemployment,productivity,-0.236599916255926,-0.302684234181312,-0.161732406922396,classical_fd,,Original BCA,
3,unemployment,productivity,-0.134404392648177,-0.206261719921884,-0.057119759212257,classical_fd,,Original BCA,
4,unemployment,productivity,-0.0566159887812536,-0.129732586745242,0.0249518449009243,classical_fd,,Original BCA,
5,unemployment,productivity,0.00653746375925315,-0.0732044439587884,0.0914725165176418,classical_fd,,Original BCA,
6,unemployment,productivity,0.0545259078169102,-0.027511871442042,0.145521660302026,classical_fd,,Original BCA,
7,unemployment,productivity,0.089058680300346,0.00286527594315662,0.189045515405745,classical_fd,,Original BCA,
8,unemployment,productivity,0.110655374070758,0.0184328046291488,0.212198519497896,classical_fd,,Original BCA,
9,unemployment,productivity,0.124580642382739,0.0248989782126296,0.228838575452687,classical_fd,,Original BCA,
10,unemployment,productivity,0.125500459749684,0.0282758375762238,0.234443080901313,classical_fd,,Original BCA,
11,unemployment,productivity,0.122283492548654,0.0208429024895894,0.237164886602748,classical_fd,,Original BCA,
12,unemployment,productivity,0.114327099956088,0.0066016869552223,0.235177691230904,classical_fd,,Original BCA,
13,unemployment,productivity,0.0986464706256032,-0.0132008081404197,0.226972989761281,classical_fd,,Original BCA,
14,unemployment,productivity,0.0848304640169588,-0.0338657765806075,0.214476297466909,classical_fd,,Original BCA,
15,unemployment,productivity,0.0661903323765289,-0.0534305859443514,0.197170738273889,classical_fd,,Original BCA,
16,unemployment,productivity,0.0492168751787771,-0.0744766773243344,0.180111267173837,classical_fd,,Original BCA,
17,unemployment,productivity,0.028762759103292,-0.0980603532478171,0.160643282666189,classical_fd,,Original BCA,
18,unemployment,productivity,0.0110591253629101,-0.121456244918591,0.14160195703737,classical_fd,,Original BCA,
19,unemployment,productivity,-0.00919808980227561,-0.142993330146188,0.12618087951583,classical_fd,,Original BCA,
20,unemployment,productivity,-0.0265421347070176,-0.163153400841704,0.113098968287078,classical_fd,,Original BCA,
21,unemployment,productivity,-0.0408741561479753,-0.178724060562266,0.0982277397511529,classical_fd,,Original BCA,
22,unemployment,productivity,-0.052137196826311,-0.194217356517048,0.0852310420750755,classical_fd,,Original BCA,
23,unemployment,productivity,-0.0636035393527746,-0.206814015726168,0.0717825913348778,classical_fd,,Original BCA,
24,unemployment,productivity,-0.072241665696972,-0.216346750277564,0.0636090780658445,classical_fd,,Original BCA,
25,unemployment,productivity,-0.079621902606355,-0.225491864966795,0.0559010125400278,classical_fd,,Original BCA,
26,unemployment,productivity,-0.0857246847730461,-0.232483906985244,0.0504875548204478,classical_fd,,Original BCA,
27,unemployment,productivity,-0.089633879040548,-0.237755251367815,0.0492495225475948,classical_fd,,Original BCA,
28,unemployment,productivity,-0.0924968350700814,-0.239070121346951,0.0492169358817083,classical_fd,,Original BCA,
29,unemployment,productivity,-0.0915336045605403,-0.241349049297697,0.0469187328543973,classical_fd,,Original BCA,
30,unemployment,productivity,-0.0916422017682627,-0.23944354939395,0.0428754843318956,classical_fd,,Original BCA,
31,unemployment,productivity,-0.0909387769094369,-0.239565487728085,0.0449733275665129,classical_fd,,Original BCA,
32,unemployment,productivity,-0.087368871194417,-0.2408270945532,0.0488408814094104,classical_fd,,Original BCA,
33,unemployment,productivity,-0.0826466273951358,-0.237670922620254,0.0541222202961451,classical_fd,,Original BCA,
34,unemployment,productivity,-0.0778526459517565,-0.231937359022246,0.0581594694469436,classical_fd,,Original BCA,
35,unemployment,productivity,-0.0744656709718609,-0.230127804457356,0.061611041391258,classical_fd,,Original BCA,
36,unemployment,productivity,-0.0706515351284654,-0.226705953548201,0.0644826031127061,classical_fd,,Original BCA,
37,unemployment,productivity,-0.0671058576992329,-0.225266903517095,0.0716067431142196,classical_fd,,Original BCA,
38,unemployment,productivity,-0.0636962001767084,-0.221836768085771,0.0764141858285539,classical_fd,,Original BCA,
39,unemployment,productivity,-0.061550991611313,-0.217849417639248,0.0805267011174193,classical_fd,,Original BCA,
40,unemployment,productivity,-0.0575133543452534,-0.21319268532957,0.0842578208084895,classical_fd,,Original BCA,
1,unemployment,TFP,0.0663576925982846,-0.00595238955889949,0.140939832281508,classical_fd,,Original BCA,
2,unemployment,TFP,0.0807121524491902,0.0120723243097392,0.148378572960082,classical_fd,,Original BCA,
3,unemployment,TFP,0.0590740553464356,-0.0103112421802663,0.130926496890694,classical_fd,,Original BCA,
4,unemployment,TFP,0.0393867977356912,-0.0361819869057005,0.114873409489958,classical_fd,,Original BCA,
5,unemployment,TFP,0.0140568645485416,-0.0645327827800252,0.0973034078002099,classical_fd,,Original BCA,
6,unemployment,TFP,-0.0103472265722119,-0.091050581742117,0.0805537676369072,classical_fd,,Original BCA,
7,unemployment,TFP,-0.032233181529778,-0.120551019227331,0.0634915237305716,classical_fd,,Original BCA,
8,unemployment,TFP,-0.0512881138195903,-0.142856589726121,0.0460792338727593,classical_fd,,Original BCA,
9,unemployment,TFP,-0.0678228004431781,-0.165144297155659,0.0331009471408498,classical_fd,,Original BCA,
10,unemployment,TFP,-0.0805900473779256,-0.182229704113821,0.021147868105242,classical_fd,,Original BCA,
11,unemployment,TFP,-0.0934242145368828,-0.198276002950106,0.0144983898051641,classical_fd,,Original BCA,
12,unemployment,TFP,-0.101509656534142,-0.210126225248065,0.00907990564123577,classical_fd,,Original BCA,
13,unemployment,TFP,-0.108301035100814,-0.218840443441972,0.00448863939085749,classical_fd,,Original BCA,
14,unemployment,TFP,-0.114685771137901,-0.224466261374656,0.000279186009846981,classical_fd,,Original BCA,
15,unemployment,TFP,-0.115515693042413,-0.229855646186004,-0.00208057403622586,classical_fd,,Original BCA,
16,unemployment,TFP,-0.118095262053572,-0.234425534338345,-0.000993948097290646,classical_fd,,Original BCA,
17,unemployment,TFP,-0.117972622734413,-0.238125299553724,0.00251312792127074,classical_fd,,Original BCA,
18,unemployment,TFP,-0.11727371802352,-0.240760077401442,0.00502830251262415,classical_fd,,Original BCA,
19,unemployment,TFP,-0.11486328569218,-0.239154420979244,0.00661199764428073,classical_fd,,Original BCA,
20,unemployment,TFP,-0.113017965291259,-0.2403823932653,0.00855034900114785,classical_fd,,Original BCA,
21,unemployment,TFP,-0.10909860474494,-0.235824427448711,0.0108923901859175,classical_fd,,Original BCA,
22,unemployment,TFP,-0.105682086972088,-0.233889147257623,0.0139382325058455,classical_fd,,Original BCA,
23,unemployment,TFP,-0.102454336311096,-0.226900094145774,0.0152914760442459,classical_fd,,Original BCA,
24,unemployment,TFP,-0.0977923738755398,-0.224539009147447,0.0172439121509959,classical_fd,,Original BCA,
25,unemployment,TFP,-0.0920075149763039,-0.221706006994472,0.0201082210064843,classical_fd,,Original BCA,
26,unemployment,TFP,-0.0860719998176882,-0.218242768205956,0.0212309212040473,classical_fd,,Original BCA,
27,unemployment,TFP,-0.0819352635163596,-0.213016716301432,0.0213282350377992,classical_fd,,Original BCA,
28,unemployment,TFP,-0.0801206222250064,-0.209524927394756,0.020379300905406,classical_fd,,Original BCA,
29,unemployment,TFP,-0.0776130642223895,-0.204535487701612,0.0221565645161473,classical_fd,,Original BCA,
30,unemployment,TFP,-0.0755306530441224,-0.198617066571504,0.0243136613826775,classical_fd,,Original BCA,
31,unemployment,TFP,-0.0703768184236984,-0.195493720145656,0.0266622675703379,classical_fd,,Original BCA,
32,unemployment,TFP,-0.0672680442490433,-0.190814502083242,0.0296765960730126,classical_fd,,Original BCA,
33,unemployment,TFP,-0.0626674612363334,-0.188550897451327,0.0294411510499862,classical_fd,,Original BCA,
34,unemployment,TFP,-0.0600971951122502,-0.184076520204126,0.0305809714185783,classical_fd,,Original BCA,
35,unemployment,TFP,-0.0578808674217716,-0.180353523311985,0.0325712656237797,classical_fd,,Original BCA,
36,unemployment,TFP,-0.0557356092727352,-0.175912601043077,0.0343203200927752,classical_fd,,Original BCA,
37,unemployment,TFP,-0.0555835680038916,-0.172552389353017,0.0338763716142697,classical_fd,,Original BCA,
38,unemployment,TFP,-0.0548923674301088,-0.169258933155056,0.0350021124543802,classical_fd,,Original BCA,
39,unemployment,TFP,-0.0530546897955922,-0.166976009631618,0.0360600665332061,classical_fd,,Original BCA,
40,unemployment,TFP,-0.0520596255104113,-0.166008253378853,0.0367390401497,classical_fd,,Original BCA,
1,Main,output,-0.628284502012183,-0.675958354209471,-0.58477327563055,classical_fd,,Original BCA,
2,Main,output,-0.649172578725365,-0.707397078883094,-0.599476534236044,classical_fd,,Original BCA,
3,Main,output,-0.640362445569875,-0.711592178603851,-0.581262933817008,classical_fd,,Original BCA,
