date,gz,ebp,rec_est_prob
2013-04-01,2.195241544332,-0.354231581215536,0.117986899770142
2013-07-01,2.11029483849894,-0.144965118215772,0.172928173399331
2013-10-01,1.80834248338395,-0.170964055913322,0.165331556583493
2014-01-01,1.71833920262785,-0.28854269462928,0.133714200563808
2014-04-01,1.63102633322055,-0.316669191972552,0.126812009543559
2014-07-01,1.8375621589445,-0.211826469903373,0.153835366456484
2014-10-01,2.19925235210557,0.0953955389608754,0.253288072399399
2015-01-01,2.14184620025499,-0.116436155710137,0.181515753101585
2015-04-01,2.23703997727537,0.149468215042232,0.27374335109299
2015-07-01,2.70155893968284,0.538430702354801,0.440033718688227
2015-10-01,2.74552373194603,0.6870454853778,0.508496583921421
2016-01-01,2.73091554252592,0.570866998800597,0.454894985280677
2016-04-01,2.52071203680266,0.0539667394301207,0.238177513207494
2016-07-01,2.11771349900908,-0.0815308237782717,0.192379012195175
2016-10-01,1.69192230631702,-0.251384477018941,0.143222419358288
2017-01-01,1.63628836447123,-0.179439936939371,0.162902388542713
2017-04-01,1.56586333523975,-0.139493923972632,0.174554689898939
2017-07-01,1.51136256496121,-0.268606023728498,0.138760342852281
2017-10-01,1.41102274193663,-0.207020935834632,0.155159214134204
2018-01-01,1.53642528309257,-0.112242347583214,0.182800277798317
2018-04-01,1.61993349351997,0.0177922858313224,0.225398045377062
2018-07-01,1.42928455536316,-0.184660160526225,0.161417891428404
2018-10-01,2.07970623144979,0.324910324212321,0.345217206264451
2019-01-01,1.6755011545688,-0.141130231476542,0.174067221259855
2019-04-01,1.68941591784919,-0.0154095868627497,0.214018353605732
2019-07-01,1.72800444810912,-0.254201449478458,0.142485991252013
2019-10-01,1.48225066028542,-0.310966726566162,0.128190945390559
2020-01-01,3.8527189894523,1.2115598075189,0.735323743342797
2020-04-01,2.34378009613798,0.0373113805130463,0.232244863796598
2020-07-01,2.06901222918994,-0.0206751788533874,0.212244843134085
2020-10-01,1.49620956879252,-0.524638673634698,0.0834027032373361
2021-01-01,1.33685538294695,-0.762567129753444,0.0486382954623763
2021-04-01,1.18722291923196,-0.594098581394796,0.0717313468429944
2021-07-01,1.19298922954111,-0.650320371902804,0.0632370363443593
2021-10-01,1.24754519063387,-0.446343369834275,0.0982080298388695
2022-01-01,1.41738646517832,-0.801385947176241,0.0442674267451978
2022-04-01,1.94470880758955,0.0780730312054283,0.246909283840657
2022-07-01,1.88169231035836,0.0282861096926743,0.22906472846948
2022-10-01,1.52305522975081,-0.0326705086486632,0.208236904348509
2023-01-01,1.53180327996997,-0.214370910946382,0.153137449733449
2023-04-01,1.41137856849039,0.139959475199824,0.270087889150428
2023-07-01,1.330839660991,-0.0411882855613179,0.205418212585331
2023-10-01,1.13832249385796,-0.243945550491817,0.145179483708045
2024-01-01,1.04987320726539,-0.112550076536141,0.18270583080059
2024-04-01,1.09178394593991,-0.0502678401833987,0.202438707915723
